osm_id,lat,lon,name,operator,city,state
13639231258,46.9741721,-96.8739403,Applied Digital,,Harwood,ND
1493516619,37.4852894,-77.2501822,DC6,Quality Technology Services,Sandston,VA
159959672,36.1585898,-95.9886293,TierPoint,,Tulsa,OK
25706343,32.832716,-97.0410241,Cyxtera Dallas-Fort Worth Data Center,Cyxtera,,
29827954,42.3767059,-71.0797577,CoreSite BO1,,Somerville,MA
31250931,39.3038941,-84.3116127,CyrusOne Cincinnati-Mason CIN3,CyrusOne,,
31800424,32.8278941,-117.1299275,LightEdge SAN1,,San Diego,CA
31803515,32.8423554,-117.1694226,EdgeConneX San Diego,EdgeConneX,San Diego,CA
32560290,38.6504002,-121.4919461,RagingWire CA2,NTT,Sacramento,CA
39083797,34.0869874,-84.251824,Flexential Atlanta - Alpharetta Data Center,Flexential,Alpharetta,GA
35491576,37.2415975,-121.7833277,Equinix SV1,Equinix,San Jose,CA
36897140,39.2940482,-84.4121132,,,,
37877544,37.3734695,-121.9878002,Lumen Sunnyvale 1,Lumen Technologies,Sunnyvale,CA
39083541,34.0948126,-84.2357244,Strategic Datasphere,,Alpharetta,GA
42323063,38.6292617,-90.1971749,Netrality Data Centers,,Saint Louis,MO
45448535,44.9914423,-93.2803397,,,,
45776978,38.7904948,-77.5411095,Amazon IAD11,Amazon Web Services,Manassas,VA
46128119,39.1026943,-84.5178996,CyrusOne CIN2,CyrusOne,Cincinnati,OH
46831933,38.7780614,-77.594905,VA 4,Digital Realty,Bristow,VA
52059176,45.5496803,-122.9373872,NTT RagingWire Data Center,NTT,Hillsboro,OR
52227492,44.8516116,-93.5988964,Flexential Minneapolis - Chaska,Flexential,Chaska,MN
54119665,37.397572,-121.980963,Csquare SFO2,Csquare,Santa Clara,CA
63619642,44.9712882,-93.2546974,Minnesota Gateway Data Center,,Minneapolis,MN
69827429,42.6493531,-73.7527453,IBM Building,,Albany,NY
71187940,42.3262876,-83.0769768,,Verizon Wireless,Detroit,MI
79056848,43.1436204,-70.9524471,,University of New Hampshire,,NH
79158387,38.9484941,-77.3273071,VA3,Digital Realty,Reston,VA
79298926,38.9506059,-77.3645496,CoreSite Reston Campus VA1,CoreSite,Reston,VA
87058670,43.0761287,-70.8080395,,FirstLight,Portsmouth,NH
93210344,39.0586081,-76.964467,Lincoln Rackhouse Maryland,Lincoln Rackhouse,Silver Spring,MD
95349317,39.3889702,-84.2218527,CyrusOne Cincinnati-Lebanon,,,
95782052,40.7968626,-74.0311403,Equinix NY7 Data Center,Equinix,North Bergen,NJ
99813512,37.4145109,-122.0145563,Equinix SV4,Equinix,Sunnyvale,CA
99861735,44.8071075,-93.375382,Verizon - Bloomington Network,Verizon,Bloomington,MN
102129663,29.4293706,-98.4869057,H5 Data Centers San Antonio,H5 Data Centers,San Antonio,TX
104082694,41.5879926,-93.6310139,Aureon,,Des Moines,IA
122665255,41.2407307,-73.1472668,Digital Realty New York HVN10,Digital Realty,Trumbull,CT
124088810,41.7721034,-88.2170821,Lincoln Rackhouse,,,
128499684,41.9942413,-87.961935,Digital Realty CH1,Digital Realty,Elk Grove Village,IL
131874718,44.972195,-93.1474731,H5 Minneapolis,H5,Saint Paul,MN
131891022,33.42038,-112.0413257,Iron Mountain Records Storage,,Phoenix,AZ
132746406,37.4458951,-122.160786,Equinix SV8,Equinix,Palo Alto,CA
138260136,40.0952591,-88.2420314,NCSA Petascale Computing Facility,,Champaign,IL
138643160,39.912797,-83.7236638,LexisNexus Springfield,,Springfield,
151179323,33.494309,-112.0707916,Lumen,Lumen Technologies,Phoenix,AZ
152163711,33.3053366,-111.6716904,L3Harris Technologies Inc,,,
166431620,41.3179864,-96.0503485,"Union Pacific Jack Koraleski Technology, Research & Development Center",Union Pacific Railroad,Omaha
168129695,40.4513704,-80.1901663,DataBank Pittsburgh PIT2,,Pittsburgh,PA
169170979,34.9954515,-106.6180334,Molina Healthcare,,,NM
172739953,36.0599191,-115.210197,Switch Las Vegas 7,Switch,Enterprise,NV
178331621,39.3777781,-77.4115448,,,,
187574082,40.4949031,-74.4430949,Verizon Wireline Network Building,,,
1226436457,41.212197,-95.878,CyrusOne OCB1 Council Bluffs,CyrusOne,Council Bluffs,IA
195165374,39.2954814,-94.6780114,Black Rock Financial Management,,Kansas City,MO
195664350,36.2625496,-95.9100413,Cherokee Data Center,,Tulsa,OK
199252950,41.7966077,-88.2438232,CyrusOne Chicago Aurora CME,CyrusOne,Aurora,IL
203432103,39.1744228,-86.5006878,IU Data Center,Indiana University,Bloomington,IN
204316962,40.5208169,-74.3472226,IO Datacenter,,Edison,NJ
362662493,40.5569431,-74.4839173,QTS Piscataway Data Center,Quality Technology Services,Piscataway,NJ
293211683,47.491986,-122.2896655,Intergate Seattle East Building 5,Sabey,Tukwila,WA
209786637,41.84219,-87.6689434,QTS Chicago,Quality Technology Services,Chicago,IL
210222970,41.8487049,-87.6454577,Iron Mountain Data & Record Storage,Iron Mountain,Chicago,IL
211832626,42.6857078,-71.2086024,,TierPoint,Andover,MA
214321737,42.6302832,-71.3045615,Markley Data Center,Markley Group,,
215630401,35.1354147,-80.9368313,Flexential Charlotte - South,Flexential,Charlotte,NC
220518160,33.3446197,-111.8992189,Digital Realty Data Center,Digital Realty,Tempe,AZ
221201212,47.6933236,-122.3173172,,Comcast,,
222672860,38.815021,-77.64868,Amazon IAD-55,Amazon Web Services,Haymarket,VA
223928497,47.6143555,-122.3388637,Westin Building,Digital Realty,Seattle,WA
1000784035,38.7430518,-77.5333746,Amazon Web Services,Amazon Web Services,Manassas,VA
224139416,37.418381,-121.9431173,Dell 350 Holger Way,,San Jose,
225745958,38.7474201,-77.6744649,OVH US East Vint Hill,,,
231047065,41.1287467,-104.8974315,NCAR-Wyoming Supercomputing Center,University Corporation for Atmospheric Research,Cheyenne,WY
231664575,47.6189539,-122.3365314,The Seattle Times,H5 Data Centers,Seattle,WA
231769626,45.6320147,-121.2012021,Google Data Center The Dalles Oregon,Google,,
233888384,35.7249921,-78.6623632,Segra Data Center,,Raleigh,NC
239032142,43.6069708,-96.8091949,TierPoint Sioux Falls West Data Center,,Sioux Falls,SD
240724127,40.563602,-112.0478049,eBay,,,
243242167,41.8125627,-87.9728504,Equinix Chicago Data CH7,Equinix,,
244490839,33.416077,-112.0094718,PhoenixNAP,,Phoenix,AZ
247428943,40.6070367,-74.1749048,Telehouse Teleport,Telehouse,New York City,NY
258343744,38.8997236,-77.4534439,Amazon IAD-9,Amazon Web Services,Chantilly,VA
253670255,42.6793587,-76.9485811,Greenidge Power Plant and Data Center,Greenidge Generation Holdings Inc.,,
1017460713,36.143646,-115.076779,Switch Las Vegas 4,Switch,Las Vegas,NV
254773897,33.095083,-96.6837876,Evoque Allen DA1,Centersquare,Allen,TX
818167571,41.257291,-95.9378494,1623 Farnam,News-Press & Gazette Company,Omaha,NE
257581364,37.6468902,-77.4386952,Flexential - Richmond,Flexential,Richmond,VA
269166415,34.0362568,-84.3195121,Cox Data Center,,,
269847438,33.7776897,-84.4211544,QTS Atlanta Data Center 1,Quality Technology Services,Atlanta,GA
273895868,38.9809293,-77.4443786,Centersquare IAD3,Centersquare,Dulles,VA
273896089,38.9844198,-77.4238096,Centersquare IAD2-A,Centersquare,Sterling,VA
278560778,33.6570094,-84.4152195,Digital Realty Data Center,Digital Realty,Atlanta,
279410762,40.7607798,-74.0257417,Cyxtera (Digital Realty Trust) Citibank Data Center,Cyxtera,Weehawken,NJ
283051472,47.2453673,-119.8160897,Intergate Quincy Data Center,Sabey Data Centers,,
284044002,33.9255145,-84.4816338,CoreSite AT2 - Marietta Data Center,CoreSite,,
289620443,37.7236272,-122.3979543,Digital Realty San Francisco SFO10,Digital Realty,San Francisco,CA
290101976,43.8252286,-111.7820703,VentureData,,Rexburg,ID
290307022,33.4002195,-112.0478786,Cogent Data Center,"Cogent Communications, Inc.",Phoenix
290703004,32.8175508,-96.873071,CoreSpace Dallas,CoreSpace,Dallas,TX
296374269,40.6356953,-75.4575733,Flexential Allentown data center,Flexential,Allentown,PA
299388896,37.4056857,-121.9162604,CoreSite SV2,"CoreSite Real Estate 1656 McCarthy, L.P.",Milpitas
300952513,33.2749228,-111.8866379,Digital Realty Phoenix PHX15,Digital Realty,Chandler,AZ
300969250,39.0125623,-77.4754047,Equinix DC13,Equinix,Ashburn,VA
300974499,33.3470334,-111.6041418,Apple Data Center,Apple Inc.,Mesa,AZ
317466755,42.2167763,-87.9529303,VISA,VISA,Vernon Hills,IL
318069356,35.6724585,-105.9565924,John F. Simms Building,SONM,Santa Fe,NM
397914434,44.2894155,-120.8750774,,Apple,,
328703598,45.5498253,-122.8908454,Flexential,Flexential,Hillsboro,OR
329551673,38.2771906,-85.5072402,Flexential Louisville - East,Flexential,Louisville,KY
330276516,38.242501,-85.733336,Flexential Louisville - Downtown,Flexential,Louisville,KY
334264478,39.9598116,-75.1608332,Terminal Commerce Building,,Philadelphia,PA
335468616,47.6719149,-117.0959323,TierPoint,,,
337127824,47.2435798,-119.8657481,NTT Data Quincy,NTT,,
342664739,41.5502695,-90.4824093,Geneseo Communications Inc,,,
343593591,41.9053402,-88.2195062,,,West Chicago,
349925359,39.7171971,-85.941411,,Verizon Wireless,New Palestine,IN
355926681,40.6203519,-111.986047,Flexential Salt Lake City - South Valley,Flexential,West Jordan,UT
358946546,37.6994753,-121.9037995,QES Computers,,,
363017375,39.0528404,-76.9259248,AiNET,,,
364289073,29.47827,-98.6906853,Microsoft,Microsoft,San Antonio,TX
365941471,18.446827,-66.0516873,,Claro,,
366049843,40.127067,-75.4086586,Lumen Norristown,Lumen Technologies,,
369728508,45.5266839,-122.8755048,Data Center,Oregon Health & Science University,,
590213771,33.1385206,-96.6599516,CyrusOne Allen,CyrusOne,,
376627431,48.75726,-122.4805485,CSSNW Bellingham,CSS Communications,,
377212693,41.9742269,-87.9671756,Element Critical CH2,Element Critical,Wood Dale,IL
377545385,39.558994,-104.8375559,Flexential Denver - Englewood,Flexential,Englewood,CO
377585075,42.4476693,-83.2626336,EdgeConneX Detroit DET01,EdgeConneX,,
379199519,30.2610525,-97.722122,Alpheus DataCenter,Alpheus,Austin,TX
379204279,30.212156,-97.6957555,Digital Realty Austin AUS11,,Austin,TX
380282154,39.0487658,-77.4453971,VISA Data Center,,Ashburn,VA
383728972,37.4898848,-121.9310239,Hurricane Electric Fremont 1,Hurricane Electric,Fremont,CA
383796776,41.4321977,-82.7189574,,Aligned Data Centers,,
384396017,30.3428035,-97.6961735,Element Critical,,,
387208881,40.7367304,-74.1738875,165 Halsey / Equinix NY1 / Databank EWR1,Tishman,Newark,NJ
387378765,34.0353956,-84.0611057,QTS Suwanee Data Center 1,Quality Technology Services,,
388148510,34.7562396,-92.4447234,TierPoint Little Rock,,,
392324240,33.9547396,-84.1985246,Flexential Atlanta - Norcross,Flexential,Norcross,GA
396296733,47.841809,-122.3016653,Centersquare Lynnwood SE1,Centersquare,Lynnwood,WA
400540223,38.9857326,-104.787263,Walmart Colorado Data Center,Walmart,,
405034574,41.338343,-96.0278024,Verizon,,Omaha,NE
408012357,34.73654,-86.6731017,George C. Wallace Alabama Supercomputer Center,Alabama Supercomputer Authority,Huntsville,AL
409296605,41.9283557,-87.8592545,Digital Realty Chicago ORD12,Digital Realty,Franklin Park,IL
421273622,41.1655243,-96.0833669,Fidelity,Fidelity,,
424945845,33.9217415,-118.3864588,Serverfarm - LAX1,Serverfarm LLC.,El Segundo,CA
426586135,39.922465,-104.9834252,Google - Thornton,Google,Thorton,CO
428021796,34.0473304,-118.25751,DRT LAX10,,,
435518280,25.7823886,-80.1930798,NAP of the Americas,,,
435531451,25.7975445,-80.2300338,,,Miami,
438077632,41.5406093,-93.8248434,Microsoft,Microsoft,,
438078069,41.6642482,-93.5147581,Facebook Altoona Data Center 1,Meta,,
550355261,37.3600608,-77.327038,Digital Fortress: Richmond,Digital Fortress,,
444683815,47.6542257,-117.4200007,Lumen,Lumen Technologies,Spokane,WA
447803368,43.0672971,-89.436704,,,Madison,WI
450078003,38.4548439,-77.9781318,Equinix CU2,Equinix,Culpeper,VA
460177088,40.8299279,-74.1267496,Digital Realty New Jersey EWR20,Digital Realty,Clifton,NJ
459188722,40.1570435,-74.101582,Apollo Cable Landing Station,Apollo,,
459188725,40.8436519,-72.8833757,Cable & Wireless Cable Landing Station,,Shirley,
1427613544,40.1024981,-82.7469519,Vantage Building 1,Vantage,New Albany,Ohio
460067225,40.0598657,-83.1342839,Amazon AWS: Hilliard Data Center,Amazon Web Services us-east-2 datacenter,,
460070143,45.916359,-119.2677512,Amazon PDX2,Amazon Web Services,,
460070144,45.8410032,-119.6527688,Amazon Web Services us-west-2,Amazon Web Services,,
460070147,45.8508808,-119.6305237,Amazon Web Services us-west-2,Amazon Web Services,Boardman,OR
460089167,35.3142602,-81.8220553,Meta Forest City datacenter,Meta,,
460167186,47.407164,-120.1875239,Intergate Columbia B,Sabey Data Centers,East Wenatchee,WA
460182320,40.5379623,-74.5457225,CyrusOne Somerset,CyrusOne,,
460212563,34.1998691,-118.3437888,,Centurylink,,
464097467,39.56711,-119.5485335,,,,
464371693,38.254065,-122.2730918,Kaiser Data Center,,,
465032380,32.8379581,-96.8784007,Prime DFW01-01,Prime,Dallas,TX
465530450,39.589248,-104.877933,Verizon,Verizon,,
795384117,33.4079462,-112.3648297,PHX-10,Microsoft,Goodyear,AZ
472761713,41.0783165,-74.152912,NYSE Data Center,nyse,,
472954201,34.5799784,-118.1140073,AT&T,,Palmdale,CA
476609221,38.8026713,-104.5219809,,,,
480762078,45.3187166,-122.7658797,Juniper,,,
650412346,33.007033,-96.6663507,Flexential Dallas - Plano,Flexential,Plano,TX
487170215,30.0187,-95.8637474,,DXC Technology,,
491914767,41.5063555,-81.683589,H5 Data Center,,Cleveland,OH
492699069,33.7075065,-117.8441042,TPx Colocation Datacenter,TPx Communications,Santa Ana,CA
497151852,30.3314298,-81.6624257,Cologix Jacksonville JAX1,,,
499403180,47.2394872,-119.88741,Microsoft,Microsoft,,
500820007,32.9837829,-97.259335,Facebook Fort Worth Datacenter,Meta,,
502927599,38.9251636,-94.7703163,Data Center Lenexa,,Lenexa,KS
507673418,33.0063815,-97.2452902,CITIGROUP TECHNOLOGY INC,,,
1081973944,29.4491574,-98.6531261,QTS San Antonio II,Quality Technology Services,San Antonio,TX
516686211,35.1428083,-80.9162228,Spectrum Charlotte National Data Center,,Charlotte,NC
518921099,33.3541387,-111.6764271,Google Data Center,Google,,
523886201,27.9455353,-82.351102,Cyxtera Tampa TP1,Cyxtera,Tampa,FL
525060850,35.0315499,-85.2972523,DC Blox Chattanooga,,,
526806006,32.8972479,-96.9826475,QTS Irving - Dallas Data Center Campus,Quality Technology Services,Irving,TX
530024353,41.8023406,-88.0948856,Centersquare Lisle ORD4 Data Center,Centersquare,Lisle,IL
530982335,33.3619309,-111.8392899,GoDaddy - Gilbert,,Gilbert,AZ
531709017,32.7476543,-117.1589538,AT&T Center,American Telephone & Telegraph,San Diego,CA
533842335,36.1405001,-86.7641364,,,,
537807168,40.427371,-80.0425212,Expedient Pittsburgh South,Expedient,Pittsburgh,PA
543117031,33.4212542,-111.8590191,Centersquare: Phoenix - (PHX1 - Mesa),Centersquare,Mesa,AZ
543316327,29.9951976,-95.5633335,,DXC Technology,,
544536822,42.6879527,-84.6430423,Liquid Web,,,
544596573,38.9168847,-77.4932514,Amazon IAD63,Amazon Web Services,,
545060574,42.7053904,-84.6660891,"Liquid Web, Inc",,Lansing
545396372,38.9493217,-77.5198747,Amazon IAD62,Amazon Web Services,,
545704217,34.0707004,-84.6759032,,,Acworth,GA
547156394,40.1038888,-82.8106146,TJX Corporate Techno,,,
548184239,32.9948122,-96.7524974,Flexential Dallas - Richardson,Flexential,Richardson,TX
549418041,33.1717958,-96.725505,Experian McKinney Data Center,,,
551387747,40.1157427,-83.0025794,,,,
553884511,38.9235166,-92.2886061,Carfax,,,
570397131,30.4211412,-97.591603,Thin-nology,,Pflugerville,TX
571010571,41.1130924,-73.3886495,CyrusOne Norwalk,CyrusOne,,
578412815,34.8298309,-106.77852,Meta Los Lunas Data Center,Meta,Los Lunas,NM
975064000,33.7465605,-84.5797383,Digital Realty Atlanta ATL11,Digital Realty,Austell,GA
578443547,41.9229565,-87.9182633,Microsoft - Azure Datacenter,Microsoft,Northlake,IL
581234765,38.8721322,-99.3001874,Cloud Storage Corp,,Hays,KS
587103676,29.8215755,-95.5708004,,,,
589070714,42.9820886,-70.9505947,Information Technology Data Center,Phillips Exeter Academy,,
597876719,32.9647813,-96.7158554,Rackspace Richardson DFW3,Rackspace,Richardson,TX
598261190,38.9401343,-94.8676823,State Farm Data Center,,Olathe,KS
607483487,39.8309301,-75.1953233,,,,
607753694,41.2204018,-96.1476408,,Verizon Wireless,Omaha,NE
609126465,28.6174494,-81.3934606,,,,
610827836,33.0642722,-80.0414534,Google,Google,,
610845529,39.213455,-76.682834,TierPoint Baltimore BWI,,Linthicum Heights,MD
611308188,40.4565951,-109.5290169,Strata Networks,,Vernal,UT
612045611,40.5703722,-74.6703296,Goldman Sachs,,Bridgewater Township,NJ
617511179,38.6365522,-90.2554356,Genome Data Center,Washington University in St. Louis,Saint Louis,MO
618339179,40.581484,-74.5738875,365 Bridgewater NJ,,Bridgewater,NJ
626281456,31.2318987,-85.455834,AngelTrax Data Center,AngelTrax Mobile Video Surveillance Solutions,Dothan,AL
635022480,34.0570922,-84.273003,Ascent - Atlanta Data Center,Ascent,,
639176155,29.411987,-98.8039948,Microsoft TRP2,Microsoft,,
664938835,42.8631424,-87.9778759,Expedient Milwaukee,,Franklin,WI
667796922,43.8951573,-69.9234342,Oxford Networks,FirstLight,Brunswick,ME
1425043212,40.0557362,-82.7565006,QTS NAL 2 DC1,Quality Technology Services,New Albany,Ohio
671838900,29.6581451,-95.4433121,Rice Data Center,,Houston,TX
675108684,36.6859202,-78.3764101,Microsoft Boydton Data Center,Microsoft,,
634635617,47.1589163,-122.2798634,Centeris SH2 Build-to-Suit,,Puyallup,WA
685011021,33.4521575,-111.9772945,Iron Mountain AZP-2,Iron Mountain,Phoenix,AZ
1317733642,38.9608537,-77.4913983,Digital Realty Northern Virginia IAD44,Digital Realty,Sterling,
697417726,45.8466554,-119.6037093,Amazon Web Services us-west-2,Amazon Web Services,,
14930068,35.0499451,-106.542801,HPC,Sandia National Laboratories,,
706726088,39.051467,-77.5394376,Stonewall Creek Business Park,Google,Leesburg,VA
706776322,45.797809,-119.3666157,Amazon PDX80,Amazon Web Services,,
708931343,36.6282547,-87.2601021,Google Montgomery Data Center,Google LLC,Clarksville,TN
714120969,33.087741,-96.8152181,DataBank Plano Data Center,,Plano,TX
714776107,29.802893,-95.7553386,Skybox Houston One,Skybox,,
714889192,34.9146647,-85.7483715,Google Jackson County Data Center,Google LLC,,
714943309,40.5798956,-74.5194023,PSE&G Delivery Emergency Response Center,PSE&G,,
715098032,35.2504249,-81.395039,T5 Charlotte Campus,,Kings Mountain,NC
718465287,44.0707955,-92.5221323,Epic / Mayo Data Center,,Rochester,MN
726150321,33.9716849,-96.4028488,Choctaw Nation of Oklahoma Data Center,Choctaw Nation of oklahoma,Durant,OK
729376485,40.5843719,-74.2433813,,,Carteret,NJ
729696933,40.7563065,-111.9548375,Flexential Salt Lake City - Downtown,Flexential,Salt Lake City,UT
733721782,44.9265658,-123.001847,Oregon State Data Center,State of Oregon,Salem,OR
734323663,45.5679542,-122.9167725,Digital Realty PDX11 Data Center,Digital Realty,Hillsboro,OR
741629998,26.1900857,-80.1932967,Flexential Fort Lauderdale,Flexential,Fort Lauderdale,FL
746278786,36.2481633,-115.1012553,Flexential Las Vegas - North,Flexential,North Las Vegas,NV
747985149,33.9533733,-98.5247859,,,Wichita Falls,TX
752001022,44.0474074,-121.3285496,,,,
755540694,42.9687271,-83.779585,,,Flint,MI
756382879,40.5993632,-74.7096745,,,,
758278314,35.766751,-78.7839874,iGLASS Networks,,Cary,NC
758306877,42.8336437,-88.7339975,Central Office,AT&T,Whitewater,WI
758426349,46.3321316,-113.2926719,,,,
758580536,40.5280718,-74.6828163,Vital Records,,,
761185667,40.5556094,-74.7055199,Verizon Wireless NE Headquarters,,,
766768556,44.2044349,-88.3449304,,Involta,,
773848531,42.2353267,-83.4441406,,US Signal,,
776316726,36.2156443,-86.7840012,Tennessee Processing Center LLC,,,
777196805,40.5442553,-75.6543694,Allentown-TekPark,,,
780063735,38.2462382,-122.0671844,PG&E Datacenter,,Fairfield,CA
802054282,40.9512698,-73.897901,,,,
812630939,42.213902,-83.198214,Comcast,Comcast,Southgate,MI
1173537116,47.4183239,-120.20771,Microsoft EAT03,Microsoft,East Wenatchee,WA
819981891,36.0326354,-86.6377169,HCA Information Technology & Services Data Center,,,
819981908,35.9245097,-86.8556872,TierPoint,,,
821081357,40.1025733,-83.1996982,Amazon Web Services,Amazon Web Services,,
826001605,36.0234892,-86.7916196,,,,
830138727,35.8393357,-78.3281352,BB&T Data Center,,,
830881731,41.5167412,-93.7025134,Microsoft,Microsoft,,
830885773,41.4978557,-93.7870593,Microsoft,Microsoft,West Des Moines,IA
832622369,43.074831,-78.944809,,Blockfusion,Niagara Falls,NY
835601088,37.062799,-113.5447485,Lumen,Lumen Technologies,,
836908998,33.4047759,-86.9115651,Sungard Systems International,,,
836947535,33.4754208,-111.7191652,Myndshift Technologies,,,
837139011,41.7039984,-91.5870781,ForceAmp.com,,,
